title,original_abstract,generated_abstract,original_id,created,categories
"Online anomaly detection using statistical leverage for streaming
  business process events","While several techniques for detecting trace-level anomalies in event logs in
offline settings have appeared recently in the literature, such techniques are
currently lacking for online settings. Event log anomaly detection in online
settings can be crucial for discovering anomalies in process execution as soon
as they occur and, consequently, allowing to promptly take early corrective
actions. This paper describes a novel approach to event log anomaly detection
on event streams that uses statistical leverage. Leverage has been used
extensively in statistics to develop measures to identify outliers and it has
been adapted in this paper to the specific scenario of event stream data. The
proposed approach has been evaluated on both artificial and real event streams.","Title: Utilizing Statistical Leverage for Anomaly Detection in Streaming Business Process Events Online

Revised Abstract: Recent literature has seen the emergence of various techniques aimed at identifying anomalies in offline event logs at the trace-level. However, there is a noticeable absence of such methods for online settings. The early detection of anomalies in process execution, through online event log anomaly detection, is crucial for timely identification and swift corrective action. This study proposes an innovative method for anomaly detection in event streams, using statistical leverage. This statistical tool, widely used for outlier identification, has been tailored to fit the unique requirements of event stream data in this study. The proposed method has been assessed and found effective on both synthetic and actual event streams.",oai:arXiv.org:2103.00831,2021-03-01,"['cs.LG', 'stat.CO']"
"Graph-based Exercise- and Knowledge-Aware Learning Network for Student
  Performance Prediction","Predicting student performance is a fundamental task in Intelligent Tutoring
Systems (ITSs), by which we can learn about students' knowledge level and
provide personalized teaching strategies for them. Researchers have made plenty
of efforts on this task. They either leverage educational psychology methods to
predict students' scores according to the learned knowledge proficiency, or
make full use of Collaborative Filtering (CF) models to represent latent
factors of students and exercises. However, most of these methods either
neglect the exercise-specific characteristics (e.g., exercise materials), or
cannot fully explore the high-order interactions between students, exercises,
as well as knowledge concepts. To this end, we propose a Graph-based Exercise-
and Knowledge-Aware Learning Network for accurate student score prediction.
Specifically, we learn students' mastery of exercises and knowledge concepts
respectively to model the two-fold effects of exercises and knowledge concepts.
Then, to model the high-order interactions, we apply graph convolution
techniques in the prediction process. Extensive experiments on two real-world
datasets prove the effectiveness of our proposed Graph-EKLN.","Title: A Novel Graph-Based Approach for Student Performance Prediction Considering Exercise and Knowledge Factors

Revised Abstract: A cornerstone function of Intelligent Tutoring Systems (ITSs) is the prediction of student performance, enabling the system to gauge individual knowledge proficiency and subsequently tailor teaching strategies. This crucial task has been the focus of extensive research, utilizing approaches from educational psychology to estimate student scores based on their acquired knowledge proficiency, or employing Collaborative Filtering (CF) models to depict the latent attributes of students and their assigned exercises. However, many of these methods either disregard exercise-specific variables such as the nature of the exercise materials, or inadequately investigate high-order interactions between students, the exercises, and the knowledge concepts. In response, we introduce a graph-based learning network that is both exercise- and knowledge-aware, aiming to optimize student score prediction. Specifically, our model considers both the impact of exercises and knowledge concepts by evaluating students' command of these two aspects. To capture high-order interactions, graph convolution techniques are employed during the prediction phase. Rigorous testing on two authentic datasets validates the efficacy of our newly proposed Graph-EKLN.",oai:arXiv.org:2106.00263,2021-06-01,['cs.AI']
"Atomistic simulations of twin boundary effect on the crack growth
  behaviour in BCC Fe","In this paper, the effect of twin boundaries on the crack growth behaviour of
single crystal BCC Fe has been investigated using molecular dynamics
simulations. The growth of an atomically sharp crack with an orientation of
(111)$<$110$>$ (crack plane/crack front) has been studied under mode-I loading
at constant strain rate. In order to study the influence of twin boundaries on
the crack growth behaviour, single and multiple twin boundaries were introduced
perpendicular to crack growth direction. The results indicate that the
(111)$<$110$>$ crack in single crystal BCC Fe grows in brittle manner. However,
following the introduction of twin boundaries, a noticeable plastic deformation
has been observed at the crack tip. Further, increasing the number of twin
boundaries increased the amount of plastic deformation leading to better crack
resistance and high failure strains. Finally, an interesting relationship has
been observed between the crack growth rate and flow stress.","Title: Computational Analysis of Twin Boundary Impact on Crack Propagation Behaviour in BCC Fe

New Abstract: The present study employs molecular dynamics simulations to examine the influence of twin boundaries on crack propagation characteristics in single crystal BCC Fe. The research scrutinizes the expansion of an atomically precise crack aligned with a (111)$<$110$>$ (crack plane/crack front) under mode-I loading at a steady strain rate. In an effort to explore how twin boundaries can modify the crack propagation behaviour, single and multiple twin boundaries were integrated perpendicular to the direction of crack expansion. The findings reveal that the (111)$<$110$>$ crack develops in a brittle fashion in single crystal BCC Fe. Nevertheless, the integration of twin boundaries resulted in discernible plastic deformation at the apex of the crack. Moreover, augmenting the count of twin boundaries escalated the degree of plastic deformation, thereby enhancing crack resistance and causing high strain at failure. The study concludes by noting a compelling correlation between the rate of crack growth and flow stress.",oai:arXiv.org:2112.00354,2021-12-01,['cond-mat.mtrl-sci']
"gnlse-python: Open Source Software to Simulate Nonlinear Light
  Propagation In Optical Fibers","The propagation of pulses in optical fibers is described by the generalized
nonlinear Schrodinger equation (GNLSE), which takes into account the fiber
losses, nonlinear effects, and higher-order chromatic dispersion. The GNLSE is
a partial differential equation, whose order depends on the accounted nonlinear
and dispersion effects. We present gnlse-python, a nonlinear optics modeling
toolbox that contains a rich set of components and modules to solve the GNLSE
using the split-step Fourier transform method (SSFM). The numerical solver is
freely available, implemented in Python language, and includes a number of
optical fiber analysis tools. Code and data are available at
https://github.com/WUST-FOG/gnlse-python.","Title: gnlse-python: A Freely Accessible Program for Modeling Nonlinear Light Propagation in Optical Fibers

Revised Abstract: The generalized nonlinear Schrodinger equation (GNLSE) is a comprehensive model that describes the transmission of pulses in optical fibers, accounting for fiber losses, nonlinear effects, and higher-order chromatic dispersion. The complexity of the GNLSE, a partial differential equation, varies with the inclusion of different nonlinear and dispersion factors. This paper introduces gnlse-python, an open-source toolbox for nonlinear optics simulation, equipped with a diverse suite of modules and components to tackle the GNLSE using the split-step Fourier transform method (SSFM). The computational solver, which is offered without charge, is developed in Python and comes packed with several optical fiber evaluation tools. The code and associated data can be accessed via https://github.com/WUST-FOG/gnlse-python.",oai:arXiv.org:2110.00298,2021-10-01,"['physics.optics', 'cs.NA', 'math.NA', 'nlin.PS']"
"Gradient potential estimates in elliptic obstacle problems with Orlicz
  growth","In this paper,we consider the solutions of the non-homogeneous elliptic
obstacle problems with Orlicz growth involving measure data. We first establish
the pointwise estimates of the approximable solutions to these problems via
fractional maximal operators. As a result, we obtain pointwise and oscillation
estimates for the gradients of solutions by the non-linear Wolff potentials,
and these yield results on $C^{1,\alpha}$-regularity of solutions.","Title: Evaluations of Gradient Potential in Non-Homogeneous Elliptic Obstacle Problems with Orlicz Expansion

Generated Abstract: The focus of this research is on the solutions pertaining to non-homogeneous elliptic obstacle problems that are associated with Orlicz expansion and incorporate measure data. Initially, we propose pointwise estimates of the solutions that can be approximated to these issues through the application of fractional maximal operators. Consequently, we derive both pointwise and oscillation estimates for the solution gradients via the non-linear Wolff potentials. These findings further lead to results concerning $C^{1,\alpha}$-regularity of the solutions.",oai:arXiv.org:2104.00260,2021-04-01,['math.AP']
"Wiki to Automotive: Understanding the Distribution Shift and its impact
  on Named Entity Recognition","While transfer learning has become a ubiquitous technique used across Natural
Language Processing (NLP) tasks, it is often unable to replicate the
performance of pre-trained models on text of niche domains like Automotive. In
this paper we aim to understand the main characteristics of the distribution
shift with automotive domain text (describing technical functionalities such as
Cruise Control) and attempt to explain the potential reasons for the gap in
performance. We focus on performing the Named Entity Recognition (NER) task as
it requires strong lexical, syntactic and semantic understanding by the model.
Our experiments with 2 different encoders, namely BERT-Base-Uncased and
SciBERT-Base-Scivocab-Uncased have lead to interesting findings that showed: 1)
The performance of SciBERT is better than BERT when used for automotive domain,
2) Fine-tuning the language models with automotive domain text did not make
significant improvements to the NER performance, 3) The distribution shift is
challenging as it is characterized by lack of repeating contexts, sparseness of
entities, large number of Out-Of-Vocabulary (OOV) words and class overlap due
to domain specific nuances.","Title: Comprehending the Shift in Distribution and its Effect on Named Entity Recognition in the Automotive Field

Rewritten Abstract: Even though transfer learning is extensively employed across tasks in Natural Language Processing (NLP), it often falls short in emulating the performance of pre-existing models when applied to specialized domains such as Automotive. This research seeks to decipher the primary features of the distribution shift associated with automotive domain text (detailing technical features like Cruise Control) and endeavors to rationalize the disparity in performance. The focus is on executing the task of Named Entity Recognition (NER), which necessitates a robust understanding of lexical, syntactic, and semantic aspects by the model. Our experimental trials with two distinct encoders, BERT-Base-Uncased and SciBERT-Base-Scivocab-Uncased, have resulted in intriguing discoveries: 1) SciBERT outperforms BERT in the automotive domain, 2) Refining the language models with automotive domain text failed to considerably enhance the NER performance, 3) The shift in distribution is a challenge due to the paucity of recurring contexts, entity sparseness, a high quantity of Out-Of-Vocabulary (OOV) terms, and class overlapping as a result of domain-specific subtleties.",oai:arXiv.org:2112.00283,2021-12-01,['cs.CL']
Efficient and Differentiable Shadow Computation for Inverse Problems,"Differentiable rendering has received increasing interest for image-based
inverse problems. It can benefit traditional optimization-based solutions to
inverse problems, but also allows for self-supervision of learning-based
approaches for which training data with ground truth annotation is hard to
obtain. However, existing differentiable renderers either do not model
visibility of the light sources from the different points in the scene,
responsible for shadows in the images, or are too slow for being used to train
deep architectures over thousands of iterations. To this end, we propose an
accurate yet efficient approach for differentiable visibility and soft shadow
computation. Our approach is based on the spherical harmonics approximations of
the scene illumination and visibility, where the occluding surface is
approximated with spheres. This allows for a significantly more efficient
shadow computation compared to methods based on ray tracing. As our formulation
is differentiable, it can be used to solve inverse problems such as texture,
illumination, rigid pose, and geometric deformation recovery from images using
analysis-by-synthesis optimization.","Title: A Proficient and Differentiable Method for Shadow Calculation in Inverse Problems 

Alternative Abstract: The escalating interest in differentiable rendering has been noticeable in the realm of image-based inverse problems. It not only enhances traditional optimization-based resolutions to inverse problems but also enables learning-based methodologies to self-supervise, especially when it is challenging to acquire training data with accurate ground truth annotation. However, the prevailing differentiable renderers either fail to simulate the visibility of light sources from diverse points in the scene, which is crucial for creating shadows in images, or they are inadequately slow to train deep architectures over numerous iterations. In response to this, we introduce a precise and efficient technique for differentiable visibility and gentle shadow computation. Our method hinges on the approximation of scene illumination and visibility using spherical harmonics, where the obstructing surface is replicated with spheres. This significantly enhances the proficiency of shadow calculation, making it superior to ray tracing-based methods. Since our approach is differentiable, it can be employed to tackle inverse problems such as recovery of texture, illumination, rigid pose, and geometric deformation from images through analysis-by-synthesis optimization.",oai:arXiv.org:2104.00359,2021-04-01,['cs.CV']
Mean-field particle swarm optimization,"In this work we survey some recent results on the global minimization of a
non-convex and possibly non-smooth high dimensional objective function by means
of particle based gradient-free methods. Such problems arise in many situations
of contemporary interest in machine learning and signal processing. After a
brief overview of metaheuristic methods based on particle swarm optimization
(PSO), we introduce a continuous formulation via second-order systems of
stochastic differential equations that generalize PSO methods and provide the
basis for their theoretical analysis. Subsequently, we will show how through
the use of mean-field techniques it is possible to derive in the limit of large
particles number the corresponding mean-field PSO description based on
Vlasov-Fokker-Planck type equations. Finally, in the zero inertia limit, we
will analyze the corresponding macroscopic hydrodynamic equations, showing that
they generalize the recently introduced consensus-based optimization (CBO)
methods by including memory effects. Rigorous results concerning the mean-field
limit, the zero-inertia limit, and the convergence of the mean-field PSO method
towards the global minimum are provided along with a suite of numerical
examples.","Title: Analysis of Mean-field Particle Swarm Optimization

Revised Abstract: This study presents an examination of recent findings on the global minimization of a potentially non-smooth and non-convex high dimensional objective function, utilizing gradient-free strategies based on particles. Such complications are prevalent in current areas of interest such as machine learning and signal processing. An initial review of metaheuristic procedures founded on particle swarm optimization (PSO) is given, followed by the presentation of a continuous formulation through second-order systems of stochastic differential equations. These broaden the PSO methods, laying the groundwork for their theoretical assessment. We then demonstrate how the application of mean-field techniques enables the derivation of the corresponding mean-field PSO depiction based on Vlasov-Fokker-Planck type equations for a large number of particles. In the zero-inertia limit, we scrutinize the corresponding macroscopic hydrodynamic equations, indicating they broaden the recently proposed consensus-based optimization (CBO) methods by incorporating memory effects. Detailed findings regarding the mean-field limit, the zero-inertia limit, and the convergence of the mean-field PSO method towards the global minimum are supplied, accompanied by a range of numerical instances.",oai:arXiv.org:2108.00393,2021-08-01,"['math.OC', 'cs.NA', 'math.NA']"
"A translation of G. S. Makanin's 1966 Ph.D. thesis ""On the Identity
  Problem for Finitely Presented Groups and Semigroups""","This is an English translation of the thesis written by G. S. Makanin for the
degree of Candidate of Physical and Mathematical Sciences (equivalent to a
Ph.D.), originally submitted to the Steklov Mathematical Institute in 1966. The
original language is Russian. The named supervisors are A. A. Markov and S. I.
Adian.","Title: An English Interpretation of G. S. Makanin's 1966 Doctoral Thesis ""On the Identity Problem for Finitely Presented Groups and Semigroups""

Revised Abstract: This work presents an English interpretation of G. S. Makanin's pioneering doctoral research, which he initially presented in Russian to the Steklov Mathematical Institute in 1966 to earn the title of Candidate of Physical and Mathematical Sciences, a degree comparable to a Ph.D. The original research was supervised by A. A. Markov and S. I. Adian.",oai:arXiv.org:2102.00745,2021-02-01,"['math.GR', 'math.HO']"
Multi-Sample based Contrastive Loss for Top-k Recommendation,"The top-k recommendation is a fundamental task in recommendation systems
which is generally learned by comparing positive and negative pairs. The
Contrastive Loss (CL) is the key in contrastive learning that has received more
attention recently and we find it is well suited for top-k recommendations.
However, it is a problem that CL treats the importance of the positive and
negative samples as the same. On the one hand, CL faces the imbalance problem
of one positive sample and many negative samples. On the other hand, positive
items are so few in sparser datasets that their importance should be
emphasized. Moreover, the other important issue is that the sparse positive
items are still not sufficiently utilized in recommendations. So we propose a
new data augmentation method by using multiple positive items (or samples)
simultaneously with the CL loss function. Therefore, we propose a Multi-Sample
based Contrastive Loss (MSCL) function which solves the two problems by
balancing the importance of positive and negative samples and data
augmentation. And based on the graph convolution network (GCN) method,
experimental results demonstrate the state-of-the-art performance of MSCL. The
proposed MSCL is simple and can be applied in many methods. We will release our
code on GitHub upon the acceptance.","Title: A Novel Approach to Top-k Recommendation through Multi-Sample Contrastive Loss

Revised Abstract: The primary function of recommendation systems, the top-k recommendation, typically learns by juxtaposing positive and negative pairs. In recent times, there has been a surge of interest in contrastive learning, particularly the Contrastive Loss (CL). Our study identifies the suitability of CL for top-k recommendations but also highlights an inherent issue - the treatment of positive and negative samples with equal importance. This leads to two problems: firstly, an imbalance between a singular positive sample and numerous negative samples, and secondly, the underemphasis of positive items which are scant in sparser datasets. Furthermore, the limited use of sparse positive items in recommendations is another significant concern. To address these issues, we introduce an innovative data augmentation technique that employs multiple positive items simultaneously with the CL loss function. Consequently, we present a Multi-Sample based Contrastive Loss (MSCL) function, adept at resolving the above problems through a balanced approach to positive and negative samples and effective data augmentation. Our experimental results, based on the graph convolution network (GCN) method, show that the MSCL function outperforms other methods, thereby establishing it as a cutting-edge solution. Simple in its design, MSCL can be incorporated into several other methods. Upon acceptance, we will make our code publicly available on GitHub.",oai:arXiv.org:2109.00217,2021-09-01,"['cs.IR', 'cs.AI']"
A note on simple games with two equivalence classes of players,"Many real-world voting systems consist of voters that occur in just two
different types. Indeed, each voting system with a {\lq\lq}House{\rq\rq} and a
{\lq\lq}Senat{\rq\rq} is of that type. Here we present structural
characterizations and explicit enumeration formulas for these so-called
bipartite simple games.","Title: An Observation on Bipartite Simple Games with Two Categories of Participants

Rewritten Abstract: A multitude of practical voting structures comprise only two distinct classifications of voters. This is particularly true for any voting system that includes a ""House"" and a ""Senate"". This study provides comprehensive structural definitions and precise calculation formulas for these types of games, often referred to as bipartite simple games.",oai:arXiv.org:2112.00307,2021-12-01,"['math.CO', 'cs.GT']"
Plasmonic Microbubble Dynamics in Binary Liquids,"The growth of surface plasmonic microbubbles in binary water/ethanol
solutions is experimentally studied. The microbubbles are generated by
illuminating a gold nanoparticle array with a continuous wave laser. Plasmonic
bubbles exhibit ethanol concentration-dependent behaviors. For low ethanol
concentrations (f_e) of < 67.5%, bubbles do not exist at the solid-liquid
interface. For high f_e values of >80%, the bubbles behave as in pure ethanol.
Only in an intermediate window of 67.5% < f_e < 80% do we find sessile
plasmonic bubbles with a highly nontrivial temporal evolution, in which as a
function of time three phases can be discerned. (1) In the first phase, the
microbubbles grow, while wiggling. (2) As soon as the wiggling stops, the
microbubbles enter the second phase in which they suddenly shrink, followed by
(3) a steady reentrant growth phase. Our experiments reveal that the sudden
shrinkage of the microbubbles in the second regime is caused by a depinning
event of the three phase contact line. We systematically vary the ethanol
concentration, laser power, and laser spot size to unravel water recondensation
as the underlying mechanism of the sudden bubble shrinkage in phase 2.","Title: Examination of Plasmonic Microbubble Behavior in Mixed Liquids

Updated Abstract: This study focuses on the experimental analysis of the expansion of surface plasmonic microbubbles in dual water and ethanol solutions. The microbubbles are produced through the illumination of an array of gold nanoparticles with a steady wave laser. It is observed that the behavior of plasmonic bubbles is dependent on the concentration of ethanol. The absence of bubbles at the solid-liquid boundary is noted when the ethanol concentration (f_e) is below 67.5%. On the other hand, with higher f_e values exceeding 80%, the bubbles mimic the behavior noted in pure ethanol. The formation of sessile plasmonic bubbles featuring a complex temporal evolution is only noted within an intermediate range of 67.5% < f_e < 80%. As time progresses, three distinct phases are discerned: (1) The initial phase involves the growth of the microbubbles, accompanied by a wiggling motion. (2) The cessation of the wiggling motion marks the start of the second phase, which is characterized by a sudden contraction of the microbubbles, followed by (3) a constant phase of regrowth. The study identifies the abrupt contraction of the microbubbles in the second stage as being triggered by a depinning occurrence at the three-phase contact line. By systematically adjusting the ethanol concentration, laser power, and laser spot size, the investigation seeks to understand the recondensation of water as the primary cause of the sudden bubble contraction in phase 2.",oai:arXiv.org:2101.00219,2021-01-01,"['cond-mat.soft', 'physics.flu-dyn']"
Federated Learning: Issues in Medical Application,"Since the federated learning, which makes AI learning possible without moving
local data around, was introduced by google in 2017 it has been actively
studied particularly in the field of medicine. In fact, the idea of machine
learning in AI without collecting data from local clients is very attractive
because data remain in local sites. However, federated learning techniques
still have various open issues due to its own characteristics such as non
identical distribution, client participation management, and vulnerable
environments. In this presentation, the current issues to make federated
learning flawlessly useful in the real world will be briefly overviewed. They
are related to data/system heterogeneity, client management, traceability, and
security. Also, we introduce the modularized federated learning framework, we
currently develop, to experiment various techniques and protocols to find
solutions for aforementioned issues. The framework will be open to public after
development completes.","Title: The Challenges of Implementing Federated Learning in the Medical Field

Rewritten Abstract: The conception of federated learning by Google in 2017, a process enabling artificial intelligence (AI) to learn without the necessity of data relocation, has sparked significant interest, particularly in the realm of healthcare. The ability for AI to learn without gathering data from local clients is appealing as it allows data to remain at the originating sites. However, there exist numerous unresolved issues related to federated learning due to its inherent characteristics such as non-identical distribution, client participation oversight, and susceptibility to security breaches. This paper provides a succinct overview of the current challenges that prevent federated learning from being seamlessly implemented in practical applications, touching upon aspects such as data/system heterogeneity, client management, traceability, and security. Furthermore, we present our ongoing development of a modular federated learning framework designed to experiment with various techniques and protocols with the aim of resolving the highlighted issues. Upon completion, the framework will be made publicly accessible.",oai:arXiv.org:2109.00202,2021-09-01,"['cs.LG', 'cs.AI']"
"LaPred: Lane-Aware Prediction of Multi-Modal Future Trajectories of
  Dynamic Agents","In this paper, we address the problem of predicting the future motion of a
dynamic agent (called a target agent) given its current and past states as well
as the information on its environment. It is paramount to develop a prediction
model that can exploit the contextual information in both static and dynamic
environments surrounding the target agent and generate diverse trajectory
samples that are meaningful in a traffic context. We propose a novel prediction
model, referred to as the lane-aware prediction (LaPred) network, which uses
the instance-level lane entities extracted from a semantic map to predict the
multi-modal future trajectories. For each lane candidate found in the
neighborhood of the target agent, LaPred extracts the joint features relating
the lane and the trajectories of the neighboring agents. Then, the features for
all lane candidates are fused with the attention weights learned through a
self-supervised learning task that identifies the lane candidate likely to be
followed by the target agent. Using the instance-level lane information, LaPred
can produce the trajectories compliant with the surroundings better than 2D
raster image-based methods and generate the diverse future trajectories given
multiple lane candidates. The experiments conducted on the public nuScenes
dataset and Argoverse dataset demonstrate that the proposed LaPred method
significantly outperforms the existing prediction models, achieving
state-of-the-art performance in the benchmarks.","Title: LaPred: A Novel Approach to Predicting Multi-modal Future Trajectories of Dynamic Agents 

Rewritten Abstract: This study focuses on the prediction of future movements of a dynamic agent, termed a target agent, based on its current and historical states, and environmental context. The creation of a predictive model, capable of utilizing contextual information from both static and dynamic environments surrounding the target agent, is essential for generating a range of meaningful trajectory samples within a traffic context. We introduce a unique predictive model, the Lane-Aware Prediction (LaPred) network, which leverages instance-level lane entities derived from a semantic map to forecast multi-modal future trajectories. LaPred evaluates joint features connecting each lane candidate in the target agent's vicinity and the trajectories of neighbouring agents. These features are then amalgamated with attention weights, gleaned through a self-supervised learning task that determines the most likely lane candidate to be pursued by the target agent. Through the utilization of instance-level lane information, LaPred is able to generate trajectories that are more in line with the surrounding environment than 2D raster image-based methods, while also producing a variety of future trajectories given multiple lane candidates. Experimental results using the public nuScenes and Argoverse datasets reveal that LaPred significantly surpasses existing prediction models, achieving a new standard in benchmark performance.",oai:arXiv.org:2104.00249,2021-04-01,"['cs.CV', 'cs.LG']"
"Backhaul-Aware Intelligent Positioning of UAVs and Association of
  Terrestrial Base Stations for Fronthaul Connectivity","The mushroom growth of cellular users requires novel advancements in the
existing cellular infrastructure. One way to handle such a tremendous increase
is to densely deploy terrestrial small-cell base stations (TSBSs) with careful
management of smart backhaul/fronthaul networks. Nevertheless, terrestrial
backhaul hubs significantly suffer from the dense fading environment and are
difficult to install in a typical urban environment. Therefore, this paper
considers the idea of replacing terrestrial backhaul network with an aerial
network consisting of unmanned aerial vehicles (UAVs) to provide the fronthaul
connectivity between the TSBSs and the ground core-network (GCN). To this end,
we focus on the joint positioning of UAVs and the association of TSBSs such
that the sum-rate of the overall system is maximized. In particular, the
association problem of TSBSs with UAVs is formulated under
communication-related constraints, i.e., bandwidth, number of connections to a
UAV, power limit, interference threshold, UAV heights, and backhaul data rate.
To meet this joint objective, we take advantage of the genetic algorithm (GA)
due to the offline nature of our optimization problem. The performance of the
proposed approach is evaluated using the unsupervised learning-based k-means
clustering algorithm. We observe that the proposed approach is highly effective
to satisfy the requirements of smart fronthaul networks.","Title: Intelligent Placement of UAVs and Affiliation of Terrestrial Base Stations for Fronthaul Connectivity: A Backhaul-Aware Perspective

Revised Abstract: The exponential surge in the number of cellular users necessitates innovative enhancements in the prevailing cellular infrastructure. One possible solution to manage this massive growth is to densely position terrestrial small-cell base stations (TSBSs) while efficiently controlling smart backhaul/fronthaul networks. However, terrestrial backhaul hubs encounter significant challenges due to the dense fading environment and their installation complexity in standard urban settings. This study proposes the substitution of terrestrial backhaul networks with an aerial network composed of unmanned aerial vehicles (UAVs) to facilitate fronthaul connections between the TSBSs and the ground core-network (GCN). The study emphasizes the combined positioning of UAVs and the association of TSBSs to maximize the overall system's sum-rate. Specifically, the paper formulates the TSBSs' association issue with UAVs considering communication-related constraints, including bandwidth, the number of UAV connections, power limits, interference thresholds, UAV heights, and backhaul data rates. To achieve this combined goal, we utilize the genetic algorithm (GA), an ideal approach for the offline nature of our optimization issue. The efficacy of the proposed method is assessed using the unsupervised learning-based k-means clustering algorithm, demonstrating its high effectiveness in meeting the demands of smart fronthaul networks.",oai:arXiv.org:2105.00286,2021-05-01,['eess.SP']
Inequalities for the Radon transform on convex sets,"Several years ago the authors started looking at some problems of convex
geometry from a more general point of view, replacing volume by an arbitrary
measure. This approach led to new general properties of the Radon transform on
convex bodies including an extension of the Busemann-Petty problem and a
slicing inequality for arbitrary functions. The latter means that the sup-norm
of the Radon transform of any probability density on a convex body of volume
one is bounded from below by a positive constant depending only on the
dimension. In this note, we prove an inequality that serves as an umbrella for
these results","Title: Disparities in the Radon Transformation Over Convex Structures

Reconstructed Abstract: A few years back, the researchers initiated an investigation into certain issues of convex geometry, adopting a broader perspective by substituting volume with an arbitrary measure. This innovative methodology unveiled novel general characteristics of the Radon transform applied to convex objects, incorporating an expansion of the Busemann-Petty problem and a slicing inequality applicable to arbitrary functions. The latter implies that the supreme norm of the Radon transform of any probability density, existing on a convex structure of volume one, is constrained from below by an unchanging positive constant, relying solely on the dimension. In this communication, we authenticate an inequality that functions as a comprehensive framework for these findings.",oai:arXiv.org:2101.00287,2021-01-01,"['math.MG', 'math.FA']"
"Combination of component fault trees and Markov chains to analyze
  complex, software-controlled systems","Fault Tree analysis is a widely used failure analysis methodology to assess a
system in terms of safety or reliability in many industrial application
domains. However, with Fault Tree methodology there is no possibility to
express a temporal sequence of events or state-dependent behavior of
software-controlled systems. In contrast to this, Markov Chains are a
state-based analysis technique based on a stochastic model. But the use of
Markov Chains for failure analysis of complex safety-critical systems is
limited due to exponential explosion of the size of the model. In this paper,
we present a concept to integrate Markov Chains in Component Fault Tree models.
Based on a component concept for Markov Chains, which enables the association
of Markov Chains to system development elements such as components, complex or
software-controlled systems can be analyzed w.r.t. safety or reliability in a
modular and compositional way. We illustrate this approach using a case study
from the automotive domain.","Title: Integrating Component Fault Trees and Markov Chains for the Analysis of Complex, Software-Controlled Systems

Revised Abstract: The prevalent failure analysis technique, Fault Tree Analysis, is extensively utilized for the evaluation of safety and reliability within various industrial sectors. Yet, this methodology lacks the capacity to articulate the progression of events over time or the state-dependent conduct of software-controlled mechanisms. Alternatively, Markov Chains, founded on a stochastic model, offer a state-based analysis technique. However, their application to failure analysis in intricate safety-critical systems is hindered by the exponential expansion of the model size. This paper proposes a novel approach that incorporates Markov Chains into Component Fault Tree models, using a component-based concept for Markov Chains. This concept allows for the attachment of Markov Chains to elements of system development, such as components, thereby enabling the analysis of complex or software-controlled systems in terms of safety or reliability in a modular and compositional manner. This method is exemplified through a case study in the automotive sector.",oai:arXiv.org:2106.00247,2021-06-01,['cs.SE']
"Secure Transmission with Different Security Requirements Based on Covert
  Communication and Information-Theoretic Security in Presence of Friendly
  Jammer","In this paper, we investigate joint information-theoretic security and covert
communication on a network in the presence of a single transmitter (Alice), a
friendly jammer, a single untrusted user, two legitimate users, and a single
warden of the channel (Willie). In the considered network, one of the
authorized users, Bob, needs a secure and covert communication, and therefore
his message must be sent securely, and at the same time, the existence of his
communication with the transmitter should not be detected by the channel's
warden, Willie, Meanwhile, another authorized user, Carol, needs covert
communication. The purpose of secure communication is to prevent the message
being decoded by the untrusted user who is present on the network, which leads
us to use one of the physical layer security methods, named the secure
transmission of information theory. In some cases, in addition to protecting
the content of the message, it is important for the user that the existence of
the transmission not being detected by an adversary, which leads us to covert
communication. In the proposed network model, it is assumed that for covert
communication requirements, Alice will not send any messages to legitimate
users in one time slot and in another time slot will send to them both (Bob and
Carol). One of the main challenges in covert communication is low transmission
rate, because we have to reduce the transmission power such that the main
message get hide in background noise.","Title: Ensuring Secure and Covert Communication via Information-Theoretic Security in a Network with a Friendly Jammer

Revised Abstract: This study delves into the intersection of information-theoretic security and covert communication within a network involving a single transmitter (Alice), a friendly jammer, an untrusted user, two authorized users, and a single channel warden (Willie). The network framework under consideration involves one authorized user, Bob, who requires both security and covert nature for his communication. As such, not only should his message be transmitted securely, but the transmission itself should also remain undetected by Willie, the channel warden. Moreover, another authorized user, Carol, requires covert communication. The objective of secure communication is to safeguard the message from being deciphered by the untrusted user within the network, thereby necessitating the use of secure transmission of information theory, a method of physical layer security. In certain instances, it is essential to prevent the detection of the transmission itself, not merely protecting the message content, thus leading to the deployment of covert communication. The proposed network model presumes that Alice will cease communication with the authorized users in one time slot and resume in another with both Bob and Carol to meet the covert communication requirements. The primary challenge of covert communication lies in managing the low transmission rate, since the transmission power must be minimized to conceal the primary message within the background noise.",oai:arXiv.org:2107.00210,2021-07-01,['eess.SP']
